,content,date,id
27,$富国沪港深行业精选混合(F005354)$,20210110,16168438
28,<p>大消费女神「王园园」接棒来袭！</p><p>发售时间：1月11日起</p><p>募集上限90亿，末日配售</p><p>——————————————————</p><p>【富国价值创造】</p><p>【认购代码】A:011099/C:011100</p><p>——————————————————</p><p>过往业绩优异——王园园代表作富国消费主题近3年净值增长率144.91%，同类排名前3%，海通3年评级5颗星,20210110,16168557
29,</p><p><br></p><p>金牛公司护航——2020年，富国基金荣获中国基金界“三大报”权威公司奖大满贯，权益类资产最近一年收益率58.92%，权益大型公司排名2/12,20210110,16168557
30,"start"">3、富国天惠成长混合基金，成立15年21倍</p><p>短期大涨跟这个肯定是无法相比的</p><p>另外被动型基金我们通常是定投的，定投的原则是止盈不止损，就算短期大涨如果没有达到目标值，那还是得继续持有下去直到达到目标值，通常定投设置的目标值在20%-40%区间比较合理</p><div><img",20210110,16168582
31,主动权益类基金的鹏华汇智精选混合、上投摩根远见两年持有、景顺长城核心招景混合、中欧悦享、富国均衡生活混合、广发兴诚混合、银华心佳、兴全合兴两年、广发均衡优选……都是在意料之中的,20210110,16168601
32,信达澳银冯明远、景顺长城杨锐文、中庚丘栋荣、工银瑞信袁芳、富国王园园、南方章晖、景顺长城詹成、南方萧嘉倩……好多基金经理我都写过、聊过,20210110,16168601
33,而且也看好下周券商能够起势头，继续用1/5仓位追求比指数和宽基更好的超额收益（3）下周操作策略：继续定投两只睿远；广发双擎、富国天惠、易方达蓝筹不动；将去年定投的上证A50、债券基金，转移到兴全合润、合宜上，追求更高收益,20210110,16168892
34,简单回测了一下昨天给大家说的基金组合（睿远成长价值、交银新成长、嘉实价值精选、景顺长城核心竞争力）近三年的数据，由于傅老师的睿远成长价值，成立的时间比较晚，我们用朱少醒管理的富国天惠来代替，理由如下：投资风格相近，偏成长、适度分散、高仓位不择时,20210110,16169204
35,2020年权益类基金业绩出色规模大涨，今年开市仅5个交易日，就又诞生了6只认购规模超百亿的权益基金，银华、广发、前海开源、富国、景顺长城等多家公募旗下基金受到资金追捧“一日售罄”,20210110,16170272
36,富国消费【519915】,20210110,16170787
37,富国高新技术产业【100060】,20210110,16170787
38,富国科技【002612】,20210110,16170787
39,富国周期优势混合【005760大蓝筹股混合】,20210110,16170787
40,1月4日，新年第一个交易日，10只主动偏股型基金齐发，广发基金、中欧基金、景顺长城基金、富国基金旗下4只基金“一日售罄”，且均启动比例配售,20210110,16171292
41,1月6日，富国基金发布公告称，截至1月4日，富国均衡优选混合基金募集期内有效认购申请金额已超过限额100亿元,20210110,16171292
42,南方基金、富国基金、易方达基金、博时基金、嘉实基金等基金公司将陆续推出旗下主动偏股型新基,20210110,16171292
43,下周富国基金“消费女神”王园园、中庚基金丘栋荣、嘉实基金张金涛都将带着自己的新基金与投资者见面,20210110,16171292
44,在这场激烈的角逐中，4只权益基金脱颖而出：景顺长城核心招景、广发兴诚、富国均衡优选和中欧悦享生活均实现一日售罄和比例配售，合计受到近600亿元资金的追捧,20210110,16171400
45,”近日，鲜少露面的公募老将朱少醒现身富国基金的年度策略会，他表示，过去两年的市场收益率实际上非常好，但大家不能把非常好的市场收益率当成对未来预测的选择,20210110,16171400
46,</strong></p><p>近期富国基金在年底举办的&#34;权益投资大时代&#34;的年会上，富国基金副总朱少醒博士提到：即使天惠基金的收益如此优异，但仍有部分投资者是亏钱的，原因就是持有时间过短，甚至不足两年，认亏出局,20210110,16171491
47,综合考虑五年和七年收益，兴全沪深300和浦银安盛沪深300收益最高；景顺长城沪深300和富国沪深300次之,20210110,16171758
48,2015年大起大落的一年，表现最佳的是富国沪深300和景顺长城沪深300；,20210110,16171758
49,2018年熊市，表现最佳的是兴全沪深300和富国沪深300，和沪深300表现相当,20210110,16171758
50,新能源汽车（富国新能源）,20210110,16171881
51,综合得分结果显示，@富国基金,20210110,16172115
52,南方基金、富国基金、易方达基金、博时基金、嘉实基金等基金公司将陆续推出旗下主动偏股型新基,20210110,16172346
53,南方基金、富国基金、易方达基金、博时基金、嘉实基金等基金公司将陆续推出旗下主动偏股型新基,20210110,16172351
54,这两天在寻找布局港股的优秀基金经理，思路也很简单，就是搜索各个基金带“港”关键字的，比如“富国,20210110,16172385
55,我整理了一下，发现深耕港股的基金是富国,20210110,16172385
56,富国,20210110,16172385
57,富国港股一哥,20210110,16172385
58,富国,20210110,16172385
59,富国,20210110,16172385
60,1月4日，新年第一个交易日，10只主动偏股型基金齐发，广发基金、中欧基金、景顺长城基金、富国基金旗下4只基金“一日售罄”，且均启动比例配售,20210110,16172504
61,富国军工主题混合C,20210110,16172677
62,科技广发刘格松，富国元博长年胜,20210110,16172802
63,富国招牌—朱少醒,20210110,16172852
64,但唯独富国天惠除外，14年来一直都是他在管理,20210110,16172852
65,其管理的富国天惠成长混合A/B，股票占比93.99%，规模241亿,20210110,16172852
66,自打2018年特朗普发动的贸易战枪声一响，基本所有板块进入万劫不复的深渊，后来不断看基金经理的看法和投资逻辑，当时张坤经理说过中国的大消费市场潜力巨大，消费是今后增长的主要动力，所以后来持有了易方达中小盘和易方达消费，又增持了中欧医疗和富国精准医疗,20210110,16173266
67,新手机须做设备解绑，手机银行才能登上，我转了一部分钱，也预约了王圆圆的这个新基金，去年，我要她的富国内需，收益还不错,20210110,16173851
68,"16px;"">除了富国军工主题，景顺长城鼎益和易方达中小盘",20210110,16174011
69,今天晒一下天天鸡场，规模嫩小，1是国泰农业是我自己近期比较看好的农业基金，2富国全球健康是考虑近期港股可以参与所以进的新基，也比较喜欢张峰这个经理，剩余4只是跟着赚哥组合买的，没有完全按他的比例配置，投入不多，先关注着，趋势好的话以后在加,20210110,16174056
70,富国均衡优选认购资金约为107亿元，募集规模上限100亿元，配售比例为93.23%,20210110,16174116
71,1月11日又有很大可能出现单日4只爆款，中庚丘栋荣、富国王园园、工银瑞信袁芳、南方的章晖都是很有知名度的,20210110,16174116
72,富国王园园，之前是主做消费主题基金的，业绩不错，这次要突破下，应该也能得到基民的追捧,20210110,16174116
73,富国高新技术产业混合,20210110,16174148
74,本周无操作，4只持仓基金全部上涨，本周表现最好的基金为160630富国天惠成长A，周涨幅为4.38%,20210110,16174221
75,富国天惠,20210110,16174276
76,代表基金：富国天惠成长混合（161005）,20210110,16174327
77,富国天惠连续12年年化回报超过22%，远远跑赢大盘与通货膨胀速度,20210110,16174327
78,其中最受人关注的应该是两位女基金经理工银瑞信基金袁芳和富国基金的王园园,20210110,16174430
79,本周无操作，4只持仓基金全部上涨，本周表现最好的基金为160630富国天惠成长A，周涨幅为4.38%,20210110,16174440
80,06年一直定投到现在，收益应该也很可观吧，富国天惠的朱少醒也说过，基金持有人一般持有两年以上大概率都有不错的收益，可惜把基金当成股票炒的人大有人在，新认识的同事就是……,20210110,16174466
81,1月4日，新年第一个交易日，10只主动偏股型基金齐发，广发基金、中欧基金、景顺长城基金、富国基金旗下4只基金“一日售罄”，且均启动比例配售,20210110,16174592
82,@富国新能源车,20210110,16175484
83,曾在申银万国证券有限责任公司、瑞银证券有限责任公司、富国基金管理有限公司等机构任职，2018年4月加入财通资管,20210110,16175822
84,据同花顺iFinD数据显示，近期开启发行的广发兴诚混合、富国均衡优选混合、景顺长城核心招景混合等11只基金均为一日售罄，累计有效认购金额超过550亿元，实际募集规模更突破1000亿元,20210110,16175841
85,同样位列“20倍基”这个阵营的还有总回报超过2500%的富国天益价值、景顺长城内需增长，以及收益在20倍～25倍之间的兴全趋势、景顺鼎益和富国天惠等,20210110,16176308
86,4丨首批6只新三板公募基金去年收益率均超10%最新数据显示，截至去年年末，首批6只新三板公募基金全部实现了正收益，富国积极成长一年收益率为41.51%，位列第一；排名第二和第三的汇添富创新增长一年定开A和华夏成长精选6个月定开A回报分别为27.92%和26.99%,20210110,16176363
87,基金⑤：富国价值创造混合A/C,20210110,16176416
88,王园园担任基金经理3年多，最具代表性的基金是富国消费主题混合，这几年的业绩排名很靠前,20210110,16176416
89,即使A股非常优秀的基金经理朱少醒，他管理的富国天惠15年净值上涨超过20倍，但是根据天天基金网的数据：买富国天惠的基民平均持有天数只有177天，过去三年盈利的概率只有75%,20210110,16176606
90,但是近一年富国天惠净值上涨了44%，近3年净值上涨了65%,20210110,16176606
91,"class=""one-p"">富国基金总经理陈戈</p>",20210110,16176925
92,此外，随着《乘风破浪的姐姐》第二季即将播出，基金经理中的“女中豪杰”也开辟了自己的主场，工银瑞信的袁芳以及富国基金的王园园将于下周联袂登场,20210110,16177221
93,富国基金王圆圆,20210110,16177221
94,另一位市场中常提起的女性基金经理则是富国基金的王圆圆,20210110,16177221
95,2015年，王园园加入富国基金，直到2017年才正式开始做投资,20210110,16177221
96,其管理时间最长的富国消费主题的任职回报达到221.78%，同类排名15/531,20210110,16177221
97,15年，23%，富国基金,20210110,16177491
98,15年，17%，富国基金,20210110,16177491
99,朱少醒的富国天惠成长混合A/B(LOF)（161005）,20210110,16177583
100,富国基金,20210110,16177632
101,中证1000：8只，3只纯指数，5只增强指数，3只被动不选，原因跟中创400一样，要么规模太小，要么就是基金经理不太靠谱，于是乎，选了半天感觉富国中证1000还算可以；,20210110,16177731
102,富国中证1000增强（161039）,20210110,16177731
103,富国天惠：59.17%,20210110,16177741
104,1月4日，新年第一个交易日，10只主动偏股型基金齐发，广发基金、中欧基金、景顺长城基金、富国基金旗下4只基金“一日售罄”，且均启动比例配售,20210110,16177748
105,1月4日，新年第一个交易日，10只主动偏股型基金齐发，广发基金、中欧基金、景顺长城基金、富国基金旗下4只基金“一日售罄”，且均启动比例配售,20210110,16177758
106,富国天惠场内基金周涨+4.69%,20210110,16177909
107,科技广发刘格菘，富国元博长年胜,20210110,16178012
108,科技广发刘格菘，富国元博长年胜,20210110,16178012
109,十大流通股嘉实基金归凯买了三个亿，富国基金也买了两个亿，机构强烈看好的细分赛道龙头，拿住才是王道,20210110,16178218
110,上台的基金经理有：工银瑞信基金权益女将袁芳、中庚基金权益当家人丘栋荣、南方基金中生代章晖、海富通基金周雪军、富国基金消费女神王园园、易方达基金成长猎手刘武……,20210110,16178246
111,王园园的富国价值创造混合A/C，从基金名称看，就能猜出，它肯定不是一只单纯投资消费的基金，应该是跨行业的,20210110,16178246
112,主动权益方面，中庚基金丘栋荣、富国基金王园园、南方基金章晖、景顺长城詹成、嘉实基金张金涛、工银瑞信袁芳、银河基金神玉飞等多位基金经理将同台竞技,20210110,16178444
113,"8px;"">富国中证新能源汽车",20210110,16178506
114,如果大家觉得场外基金跑得不及时，也可以选择买场内基金，消费ETF（159928）、新能车（159806）、军工ETF（512660），或者是一些老牌的LOF，兴全合宜（163417）、富国天惠（161005）,20210110,16178535
115,1月4日以来，国泰中证医疗ETF、博时中证新能源汽车ETF、富国中证智能汽车主题ETF、华安中证电子50ETF、广发中证创新药产业ETF、华宝中证细分食品饮料ETF六只ETF扎堆上市,20210110,16178635
116,"start"">基金参考：诺安成长混合（320007）、富国互联科技股票A(006751)、诺安和鑫灵活配置（002560）、中欧明睿新起点（001000）、华夏国证半导体芯片ETF（008887）、富国天博创新主题混合（519035）、国泰CES芯片ETF（008282）、广发高端制造股票A(004997)、信达澳银新能源产业（001410）、中欧明睿新起点（001000）等</p><p",20210110,16178913
117,投资港股比例较高的是嘉实港股通新经济指数、富国沪港深行业精选、富国沪港深业绩驱动、广发沪港深新机遇,20210110,16179756
118,从机构认可度看，汪梦海的富国沪港深行业精选几乎被机构包圆了，机构占比超过97%,20210110,16179756
119,此外徐成的国富沪港深成长精选、宁君的富国沪港深业绩驱动机构占比也近90%,20210110,16179756
120,宁君的富国沪港深业绩驱动（港股不低于80%）在港股基金中业绩名列前茅，也可以重点考虑,20210110,16179756
121,下周我将在天天基金账户建一个港股基金组合，暂时选定富国沪港深业绩驱动C、嘉实沪港深新经济指数C、国富港股通远见价值,20210110,16179756
122,2021-01-11（星期一）10：30富国中证智能汽车ETF基金经理,20210110,16179848
123,南方基金、富国基金、易方达基金、博时基金、嘉实基金等基金公司将陆续推出旗下主动偏股型新基,20210110,16180181
124,15年，23%，富国基金,20210110,16180225
125,15年，17%，富国基金,20210110,16180225
126,目前市场上已有的基金数量就已经达到了7000+，而2021刚开年，基金发售迎来开门红，其中广发兴诚A、富国均衡优选、中欧悦享生活A、景顺长城核心招景等4只基金更是“一日售罄”,20210110,16180270
127,另一边是新基金不断发行，银华心佳（135亿元）、广发兴诚（120亿元）、鹏华汇智（120亿元）、富国均衡优选（100亿元）、前海开源优质企业（100亿元），5只规模达到百亿元基金，而未来一个月等待发行的公募基金将近50只，不出意外，基金经理们仍然会投向于熟悉和专注的领域，赚钱效应真是最好的助推手,20210110,16180278
128,南方基金、富国基金、易方达基金、博时基金、嘉实基金等基金公司将陆续推出旗下主动偏股型新基,20210110,16180379
129,4日当天发行的基金众多且不乏明星，但是我们错误的估计了广大投资者的购买力，4日广发兴诚混合、景顺长城核心招景一年持有期、富国均衡优选、中欧悦享生活都在4日提前结束募集，其中广发兴诚混合上限120亿，是四只基金中最高的,20210110,16180387
130,1月6日，富国基金发布公告称，截至1月4日，富国均衡优选混合基金募集期内有效认购申请金额已超过限额100亿元,20210110,16180398
131,富国融享18个月定期开放混合（孙彬）,20210110,16180398
132,这种信任的建立，很大程度上又是通过过往业绩来形成的，诸如易方达的萧楠、兴全的谢治宇、富国的朱少醒,20210110,16180419
133,首先是1.11号，1月11日是下周新基金发行最多的一天，包括富国基金，南方基金，易方达基金，博时基金，工银瑞兴基金都有产品上线,20210110,16180462
134,日，景顺长城、广发、中欧、富国旗下四只基金同时出现“一日售罄”,20210110,16180525
135,推荐关注工银圆兴混合（009076.OF）、泓德臻远回报（005395.OF）、富国低碳新经济（001985.OF）、景顺长城内需增长（260104.OF）；,20210110,16180602
136,科技基金关注富国创新科技混合（002692.OF）、万家行业优选混合（161903.OF）；医药基金关注注中欧医疗创新股票,20210110,16180602
137,（006228.OF）、汇添富创新药混合（006113.OF）；消费基金关注富国消费主题混合（519915.OF）、汇添富消费行业（000083.OF）,20210110,16180602
138,关注南方香港成长（001691.OF）、富国蓝筹精选（007455.OF）,20210110,16180602
139,对于那些混合型基金，则是偏重于新基金，老基金则要选择像易方达张坤，景顺长城刘彦春，富国朱少醒，银华李晓星鹏华王宗合这类能穿越牛熊的基金经理的成名作,20210110,16180687
140,同时预告一下，下周将有工银瑞信的袁芳，富国基金的王园园，易方达的冯波，广发的张东一等一批优秀基金经理的新产品首发，都是非常不错的选择,20210110,16180687
141,，典型如富国高新技术产业的李元博，虽然管理的基金年化收益达到30.33%，但是连续6个月最差回报达到32.3%【2015年期间】，超过30%，类似的还有中欧基金公司的葛兰,20210110,16180733
142,本年度新选择了3个比较基准，兴全**小确幸、富国**股债、中欧**全明星，分别是某宝内基金组合的“稳健策略”、“均衡策略”、“高收益策略”，他们之间最大的区别应该是股债比的配置，分别的16:84、50:50、100:0,20210110,16180747
143,富国中证军工龙头ETF（512710）,20210110,16180755
144,富国天惠成长混合（161005）——中国的“巴菲特”朱少醒,20210110,16180755
145,比如很多散户连股票型基金/平衡型基金/债券型基金都没搞清楚，连夏普比率/最大回撤都没听说过，却希望轻松买到一只基金，能够买了就不要看，各种行情通吃，年终还能在排行榜前列，这个合理吗？其实真正厉害的基金经理，往往每年的排名也不靠前，比如兴全趋势和富国天惠这两只长牛基金，每年的收益都只是中上，但靠着日积月累，赚取了超过20倍的收益,20210110,16180783
146,行业中，本周收益最高为富国中证军工龙头,20210110,16180834
147,，今年收益最高为富国中证军工龙头,20210110,16180834
148,医药健康里本周收益最高为富国中证医药50ETF(5.89%)、规模靠前中收益最高为易方达沪深300医药卫生ETF(5.33%)；今年收益最高为富国中证医药50ETF(5.89%)、规模靠前中收益最高为易方达沪深300医药卫生ETF(5.33%),20210110,16180834
149,高端制造里本周收益最高且规模靠前为富国中证军工龙头ETF(10.02%)；今年收益最高且规模靠前为富国中证军工龙头ETF(10.02%),20210110,16180834
150,、规模靠前中收益最高为富国证券分级,20210110,16180834
151,、规模靠前中收益最高为富国证券分级,20210110,16180834
152,、规模靠前中收益最高为富国中证移动互联网,20210110,16180834
153,、规模靠前中收益最高为富国中证移动互联网,20210110,16180834
154,富国元博长年胜,20210110,16180890
155,：富国创新科技,20210110,16180890
156,李元博毕业后工作于芯片巨头之一的英特尔，随后在卖方研究所担任TMT行业研究员，2015年7月加入富国基金，李元博目前管理的4只产品任职期间收益率均超过75％，均较业绩比较基准有超额收益,20210110,16180890
157,以李元博的代表作富国创新科技为例，自2016年6月成立以来的业绩回报高达145.50％，超额回报率达121.71％,20210110,16180890
158,：富国天惠成长混合,20210110,16180890
159,这位大佬不用过多介绍了，现任富国基金管理有限公司副总经理兼权益投资部总经理兼基金经理，富国天会成长混合A，从2005年11月一直由朱少醒管理，从未更换过基金经理,20210110,16180890
160,注意，富国挤进前五，中欧和鹏华挤进前十，博时跌出前十,20210110,16180926
161,富国,20210110,16180994
162,27只基金，汇添富基金有七只；易方达基金有五只；鹏华基金有三只；南方基金、华夏基金、富国基金各有两只；嘉实基金、工银瑞信基金、华安基金、中欧基金、景顺长城基金、交银基金各有一只,20210110,16181043
163,富国基金,20210110,16181043
164,的富国成长策略混合（009892）；普通股票型基金一只，,20210110,16181043
165,的富国创新趋势股票（009863）,20210110,16181043
166,8、富国医疗保健行业混合A(000220),20210110,16181076
167,由于中证500目前相对低估，已开始加大【富国中证500】定投金额，资金充裕的小伙伴可以调高中证500定投金额，逐步布局明年春耕行情,20210110,16181134
168,军工等待机会，准备重新布局，可参考博时军工、富国军工，但不要盲目追高，JG的特殊性（涉密、信息了解难度大等），需谨慎,20210110,16181134
169,例如，富国天惠成长混合A/B(LOF)，基金经理朱少醒，管理超过15年的老基，追求稳健的小伙伴是一个不错的选择,20210110,16181139
170,兴全、汇添富、中欧、富国等基金公司的官方APP可以0.1折申购费,20210110,16181147
171,科技广发刘格菘，富国元博长年胜,20210110,16181264
172,科技广发刘格菘，富国元博长年胜,20210110,16181555
173,连续5年正收益，富国天惠(003494),20210110,16181555
174,富国天惠精选(100022),20210110,16181555
175,这是悄悄盈定投型基金组合里第一支翻倍的成分基金，也是第一大持仓基金，161028富国中证新能车指数基金，截止到1月5日收盘后，收益率100.36%,20210110,16181574
176,@富国新能源车,20210110,16182202
177,4.专业的事还是需要专业的人来做，以后会把更多的钱投资在基金上面比如富国的朱少醒管理的富国天惠成长混合A这样的连续10年以上都表现非常好的基金上面以及一些行业指数以及像沪深300这样的宽基指数上面,20210110,16182335
178,富国精准医疗混合(005176),20210110,16189212
179,新能源汽车（富国新能源）,20210110,16189400
180,华泰柏瑞价值增长混合A，中欧医疗健康混合C，天弘创业板指数C，南方中证全指证券公司ETF，国投瑞银白银期货，国联安中证全指半导体产品与设备ETF联接C，富国中证新能源汽车，上投摩根科技前沿,20210110,16189478
181,1、富国天惠—朱少醒,20210110,16221057
182,8、富国基金：朱少醒，管理规模142亿,20210110,16223393
183,简介：管理一只基金富国天惠已长达15年，任职回报23倍，年化回报高达24.14%，可谓痴心长情剑,20210110,16223393
184,9、富国基金：李元博，管理规模316亿,20210110,16223393
185,一个是王园园的富国价值创造混合,20210110,16223657
186,从过往管理的代表作来看，袁芳的工银问题产业股票短期业绩不如王园园的富国消费主体混合，但是拉长到5年来看，工银文体比富国消费主题要好,20210110,16223657
187,近一年的波动率，工银文体22.99%，富国消费21.48%，最大回撤工银文体18.33%，富国消费12.57%，富国消费稍微胜出,20210110,16223657
188,从规模上也印证了这一点，工银文体的规模是105亿，而富国消费主题只有22亿,20210110,16223657
189,工银和富国都是管理规模在5000亿左右的头部大公司,20210110,16223657
190,成长基金：朱少醒的富国天惠成长混合（161005）,20210111,16182166
191,比如朱少醒的富国天惠成长混合：,20210111,16182166
192,成长型上市公司的定义：根据“富国成长性股票价值评估体系”的8个维度，筛选出具有成长潜力且合理定,20210111,16182166
193,这里面亮点还是：朱少醒的富国天惠，任职12年55天,20210111,16182166
194,张峰的富国民裕进取沪港深成长精选混合就是规模太小了,20210111,16182166
195,除了上面的还有单一主题的成长基金，比如华夏科技成长，万家消费成长，富国医药成长等,20210111,16182166
196,我发现开年第一支富国的，推出来的是杨栋，并且在下个月再发一只，看来要把他吃肥才行,20210111,16182322
197,15年，23%，富国基金,20210111,16182788
198,15年，17%，富国基金,20210111,16182788
199,"target=""_blank"">NO.450｜富国基金王园园-富国价值创造，值不值得买？</a></p><p>吴渭是市场上少有的会大幅做择时的基金经理，不适合大多数人，但有特色",20210111,16182972
200,富国基金的王园园，就是上面所说的少数人,20210111,16183466
201,她管理的富国消费主题基金，过去3年业绩在同类400余只基金中遥遥领先,20210111,16183466
202,2012年加入安信证券，主要研究商贸零售和食品饮料行业；2015年加入富国基金后，依然是研究消费行业，2017年开始管理富国消费主题基金，目前管理富国品质生活、富国消费精选30等多只基金,20210111,16183466
203,从研究员到基金经理，王园园仅用了2年时间，在富国基金堪称神速,20210111,16183466
204,2017年6月16日她接手管理的富国消费主题基金（519915），过去3年净值增长率为156.6%，同类排名19/422（前5%）,20210111,16183466
205,王园园2019年3月开始管理的富国品质生活，近1年回报率也高达91.16%，同类排名56/644（10%）,20210111,16183466
206,直到2019年中的时候，放开基金也可以做这块业务，当时华夏，南方，易方达，华安，富国，博时这6家基金公司，首批获得了基金转融通资格,20210111,16184408
207,证监会网站信息显示，去年12月7日，国泰基金上报了国泰中证细分化工产业主题ETF、富国基金上报了富国中证细分化工产业主题ETF、华宝基金上报了华宝细分化工产业主题ETF,20210111,16184667
208,□富国短债、富国国有企业债基金经理,20210111,16184777
209,经过多年的持续发展，富国基金成为业内最早搭建完善固定收益业务体系的基金公司之一,20210111,16184777
210,富国基金旗下的富国短债和富国国有企业债均采用短债基金投资策略，目前由货币基金管理团队投资运作，组合投资中更注重货币收益增强定位，严控组合投资债券的信用资质和信用债投资分散度，在控制组合回撤基础上力争提升组合收益,20210111,16184777
211,未来，富国基金将延续全方位和精细化的投资策略，力争为投资者带来持续稳健的回报,20210111,16184777
212,郑澄然、孙迪的广发兴诚限额120亿，认购153亿；杨栋的富国均衡优选限额100亿，认购107亿；余广的景顺长城核心招景限额80亿，认购241亿；郭睿的中欧悦享生活限额80亿，认购94亿；曲扬的前海开源优质企业限额100亿，认购269亿；陈宇的兴全合兴两年封闭限额80亿，认购273亿；李晓星的银华心佳两年持有大卖130亿；王明旭的广发均衡优选大卖超100亿，以上8只主动权益产品均一日售罄,20210111,16185240
213,1、富国价值创造,20210111,16185240
214,周一发行，限额90亿，基金经理王园园，近年来颇受市场热捧的消费女神，以“稳健底仓+弹性公司+周期机会”的投资策略取得了非常不错的成绩，其管理的富国消费主题任职（3年）回报达221%,20210111,16185240
215,</P><P>&nbsp;&nbsp;两大ETF之外，主动型的港股QDII当中，富国中国中小盘2020年业绩表现不错，复权单位净值增长率超50%，基金份额超10亿份；华安香港精选业绩也超50%，不过份额不到3亿份,20210111,16185382
216,</P><P>&nbsp;&nbsp;沪港深基金：</P><P>&nbsp;&nbsp;富国前海开源浙商表现强</P><P>&nbsp;&nbsp;港股通被动指数型基金当中，目前华夏沪港通上证50AH份额较大，份额达到10亿份，其他沪港深指数基金规模普遍较小；上证50AH优选指数反映上证50指数使用AH价差投资策略的整体表现，为投资者提供建立在上证50基础上的额外回报,20210111,16185382
217,</P><P>&nbsp;&nbsp;在主动股票型基金当中，截至2020年三季度末港股市值持仓占比超50%的基金当中，富国蓝筹精选2020年业绩增幅最大，达到95%，该基金2020年三季度末持有港股占比60%，前十大重仓股当中有腾讯控股、福莱特、海吉亚医疗、阿里巴巴、颐海国际等港股；富国民裕沪港深精选、富国沪港深业绩驱动业绩也接近70%,20210111,16185382
218,不过富国民裕沪港深精选、前海开源沪港深龙头精选份额较小，去年三季度末均不到1亿份,20210111,16185382
219,富国绝对收益多策略定开混合、工银瑞信绝对收益定开混合等净值涨幅均超10%,20210111,16185398
220,她管理的第一只基金富国消费主题（2017年6月上任），过去3年回报156.6%，同类排名19/422（前5%）；过去2年回报214.71%，同类排名37/502（前8%）,20210111,16186450
221,今日，拟由王园园管理的富国价值创造混合型基金（A类011099,20210111,16186450
222,关于王园园的新基金富国价值创造，富二为客官们准备了最想了解的几个问题：,20210111,16186450
